year,title,ndc_code,genre,genre_major,location,creator_normalized
1846,戀ハ思按の外慾ハ分別の内氣藥安本丹,913.54,913.54:小説．物語/近世：江戸時代/人情本：為永春水,小説．物語,不明,その他
1803,戯場訓蒙図彙 : 8巻,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,江戸,その他
1849,手妻早傳授 : 酒席一興,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,不明,その他
1861,手日記高野百首,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1839,手綱染余作春駒,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1843,扶桑蒙求 3巻,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1824,承久軍談鎌倉太平記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,京都,その他
1846,折句集,911.49,911.49:詩歌/川柳．狂句/雑俳：前句付，冠付，物は付，沓付，折句,詩歌,不明,その他
1845,折添集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他
1844,拾遺広陵集,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1849,掌中千代尼発句集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1857,探花箋,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,不明
1850,提醒紀談,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1847,教草乳母艸紙 10編 (存4編),913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,不明,その他
1857,教草女房形気,913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,山東 京山
1850,散木弃歌集標註 : 10巻,911.138,911.138:和歌．短歌/古代後期［中古］：平安時代/家集,和歌．短歌,不明,その他
1821,文あはせ,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,大阪,その他
1857,文久二十六家絶句,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,不明
1828,文教温故 : 2巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,江戸,その他
1835,文話 8巻,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1840,文語碎錦,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1847,文語粋金,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1846,文語解 : 5巻,919,919:日本文学/漢詩文．日本漢文学,日本文学,京都,その他
1802,斉明紀童謡考,911.6,911.6:日本文学/詩歌/歌謡,日本文学,江戸,その他
1804,新古今和歌集,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,不明,その他
1825,新古今集もろかつら,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,不明,その他
1815,新学異見,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,京都,香川 景樹
1829,新学異見弁,911,911:日本文学/詩歌,日本文学,不明,その他
1815,新撰折句むすひ艸,911.49,911.49:詩歌/川柳．狂句/雑俳：前句付，冠付，物は付，沓付，折句,詩歌,不明,その他
1849,新撰狂句図会,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,その他
1846,新撰画本柳樽,911.4,911.4:日本文学/詩歌/川柳．狂句,日本文学,江戸,緑亭川柳
1837,新朗詠集,919,919:日本文学/漢詩文．日本漢文学,日本文学,江戸,その他
1855,新柳多留,911.45,911.45:詩歌/川柳．狂句/近世：江戸時代,詩歌,大阪,その他
1818,新歌林良材集 : 2巻,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,大阪,その他
1817,新百人,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,不明,不明
1814,新百人一首,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,江戸,その他
1825,新編俳諧文集,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1847,新編金瓶梅 : 10集80巻,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1825,新製艶油舗,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,その他
1854,新説明清合戰記 5巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,不明,その他
1841,方円俳諧集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他
1828,方言修行金草鞋 25編 (存1編),913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,その他
1829,旗山集,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1843,日光駅程見聞雑記,915,915:日本文学/日記．書簡．紀行,日本文学,江戸,その他
1818,日本文鈔 3巻,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1830,日本楽府 : 山陽外史擬製,919,919:日本文学/漢詩文．日本漢文学,日本文学,京都,その他
1810,早引説要集,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,山東 京山
1843,早替胸機關 3巻,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,不明,その他
1862,明倫歌集 : 10巻,911.108,911.108:詩歌/和歌．短歌/叢書．全集．選集,詩歌,不明,その他
1864,明鴉墨画迺裲襠 15編60巻 (存2編6巻),913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,その他
1864,昔噺譽比達贔屓 3編12巻 (存1編4巻),913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,その他
1841,星厳集,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1863,星巖先生詩外,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1863,星巖先生詩存,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1853,星巖集,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1852,春の文かしくの艸子 9編 (存4編),913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,不明,山東 京山
1854,春の文かしくの草紙,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,山東 京山
1832,春湊浪話抜萃,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1841,春色梅美婦禰,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,為永春水
1863,春雲樓遺稿,919.6,919.6:日本文学/漢詩文．日本漢文学/近代：明治以後,日本文学,不明,その他
1816,曽禰好忠家集,911.13,911.13:詩歌/和歌．短歌/古代後期［中古］：平安時代,詩歌,大阪,その他
1846,月ゆみ,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1808,月詣倭歌集 : 12巻附考1巻,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,不明,その他
1832,有子山園題詠,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,不明
1833,木曽義仲勲功図会,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他
1822,木曽義仲鼎臣録,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,その他
1862,本能寺戦記并に山崎戦場録,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,不明,不明
1809,杉田日記 : 〔和綴じ本〕,,不明,不明,不明,その他
1812,杏花叢,911.19,911.19:詩歌/和歌．短歌/狂歌．へなぶり,詩歌,不明,その他
1803,東〓子,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他
1822,東武六歌仙,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他
1825,東洞先生遺稿 : 3巻,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,大阪,その他
1867,東海道膝栗毛,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,江戸,その他
1803,東牖子 : 5巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,その他,その他
1824,東路の記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,不明,その他
1821,東風流六六歌仙人名録 : 初篇,911.19,911.19:詩歌/和歌．短歌/狂歌．へなぶり,詩歌,江戸,その他
1838,染浴衣菊新形,913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,その他
1848,柳〓雑筆,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1823,柿本人麻呂事蹟考弁,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,不明,その他
1832,栄花物語系図,913.392,913.392:古代後期［中古］：平安時代/歴史物語/栄華物語,古代後期［中古］：平安時代,江戸,その他
1851,校正七部集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,不明
1861,校正訳注源氏物語評釈 : 8巻首2巻語釈2巻余釈2巻,913.3,913.3:日本文学/小説．物語/古代後期［中古］：平安時代,日本文学,不明,その他
1854,校正訳註源氏物語評釈,913.361,913.361:古代後期［中古］：平安時代/源氏物語/書誌．索引,古代後期［中古］：平安時代,不明,その他
1820,校異首書土佐日記全,915.3,915.3:日本文学/日記．書簡．紀行/古代：平安時代まで,日本文学,京都,その他
1843,桂の落葉 : 2巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,江戸,香川 景樹
1835,桂園一枝,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,京都,香川 景樹
1849,桂園一枝拾遺 : 2巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,香川 景樹
1817,桂館野乗 桂館漫筆,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1835,桧垣嫗家集補註 : 2巻,911.138,911.138:和歌．短歌/古代後期［中古］：平安時代/家集,和歌．短歌,長崎,中島 広足
1860,梁塵後抄 4巻,911.6,911.6:日本文学/詩歌/歌謡,日本文学,大阪,その他
1855,梅園叢書,914,914:日本文学/評論．エッセイ．随筆,日本文学,大阪,その他
1849,梅室両吟稿,913,913:日本文学/小説．物語,日本文学,大阪,その他
1839,梅室家集,913,913:日本文学/小説．物語,日本文学,大阪,その他
1828,梅室附合集,913,913:日本文学/小説．物語,日本文学,江戸,その他
1841,梅川忠兵衞冥途の飛脚,912.4,912.4:日本文学/戯曲/浄瑠璃：近松門左衛門，紀海音,日本文学,不明,その他
1812,梅桜振袖日記,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,不明,その他
1806,梅窓筆記,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他
1823,梧窓漫筆,914,914:日本文学/評論．エッセイ．随筆,日本文学,江戸,その他
1840,梧窓漫筆三編 2巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1824,梧窓漫筆後篇 : 2巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,江戸,その他
1824,梧窓漫筆後編 2巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1821,楠正行戦功図絵,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,不明,その他
1859,楢乃落葉 : 2巻,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,大阪,その他
1861,楳吉野,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,その他,その他
1821,槻乃落葉信濃漫録,914,914:日本文学/評論．エッセイ．随筆,日本文学,名古屋,その他
1859,樅堂文鈔 / 蓬窓日記,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1840,樹下集,911.13,911.13:詩歌/和歌．短歌/古代後期［中古］：平安時代,詩歌,不明,その他
1833,橋供養 : 5巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,大阪,その他
1826,橘庵漫筆,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他
1825,橘菴漫筆,914,914:日本文学/評論．エッセイ．随筆,日本文学,大阪,その他
1841,櫻姫全傳曙草紙 5巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,不明,その他
1854,歌仙部類抄 : 女房三十六人歌仙 : 2巻,911.13,911.13:詩歌/和歌．短歌/古代後期［中古］：平安時代,詩歌,不明,その他
1817,歌体約言,911,911:日本文学/詩歌,日本文学,不明,その他
1849,歌俳百人撰,911,911:日本文学/詩歌,日本文学,江戸,その他
1852,歌城歌集 : 4巻追加1巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,大阪,その他
1852,歌格類選,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,京都,その他
1846,歌迺大意 : 2巻,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,不明,その他
1857,歒討噂古市 3編12巻 (存2編8巻),913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,その他
1867,正気歌俗解,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1857,武蔵野集 : 2編,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,江戸,その他
1838,比那能歌語,91,91:文学/日本文学,文学,その他,その他
1819,水無瀬殿富士百首,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1838,江戸名物/狂詩選,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1836,江戸名物詩,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1862,江戸紫端唄文庫 (存2編),913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,不明,その他
1852,江西三十八勝詩歌 : 〔和綴じ本〕,,不明,不明,不明,その他
1851,江都名家詩選,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1845,沙鴎発句集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,名古屋,その他
1862,河藻集,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,名古屋,その他
1839,泊洦舎集 8巻,911.158,911.158:和歌．短歌/近世：江戸時代/家集,和歌．短歌,不明,その他
1816,法のえ,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1846,流行噺図絵,913.7,913.7:日本文学/小説．物語/講談・落語本．笑話集,日本文学,大阪,その他
1856,浄土百歌仙,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,不明,その他
1824,浅井三代軍記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,不明
1845,浦のしほ貝 : 3巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,その他,その他
1823,浦乃しるべ,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,不明,中島 広足
1849,浪華四時雑詞,919,919:日本文学/漢詩文．日本漢文学,日本文学,大阪,不明
1825,消閑雑記,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他
1862,涙松集,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1816,淡海僧海量随筆中抜書,911.104,911.104:詩歌/和歌．短歌/論文集．評論集．講演集．歌話．評釈．鑑賞,詩歌,不明,その他
1822,清原雄風家集 : 2巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1854,清浄閣詩鈔,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1820,清話抄 : 2巻,911.19,911.19:詩歌/和歌．短歌/狂歌．へなぶり,詩歌,江戸,その他
1858,清輔雑談集 : 2巻,911,911:日本文学/詩歌,日本文学,京都,その他
1844,温泉土産 箱根草 : 〔和綴じ本〕,,不明,不明,江戸,その他
1836,源平拾遺,913.4,913.4:日本文学/小説．物語/中世：鎌倉・室町時代,日本文学,大阪,その他
1846,源氏一統志,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他
1825,源氏男女装束抄 : 2巻附1巻,913.362,913.362:古代後期［中古］：平安時代/源氏物語/年表．系図．故実,古代後期［中古］：平安時代,大阪,その他
1809,滑稽江の島土産,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,十返舎一九
1831,滑稽發句類題集 2編6巻,911.35,911.35:詩歌/俳諧．俳句/文化・文政・天保期：小林一茶，成田蒼＊，桜井梅室,詩歌,不明,その他
1848,漉海苔集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1860,濡衣女鳴神,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1843,炭瓢集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他
1810,烏涯遺稿,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1811,烹雑の記,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1807,無射集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1810,燕石雑志 : 5巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,大阪,その他
1811,燕石雑誌,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1811,燕石雜志 5巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1818,犬夷評判記,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他
1827,狂歌今昔物語 2巻,911.19,911.19:詩歌/和歌．短歌/狂歌．へなぶり,詩歌,不明,その他
1851,狂歌問答,159.9,その他,その他,江戸,不明
1831,狂歌略画三十六歌仙,911.19,911.19:詩歌/和歌．短歌/狂歌．へなぶり,詩歌,大阪,その他
1819,狂歌細画俤百人一首,911.147,911.147:和歌．短歌/中世：鎌倉・室町時代/私撰集：小倉百人一首,和歌．短歌,不明,その他
1848,狂言記 : 5巻続5巻拾遺5巻,912.3,912.3:日本文学/戯曲/謡曲,日本文学,大阪,不明
1827,狂詩/馬鹿集,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1855,狂詩百色染,919,919:日本文学/漢詩文．日本漢文学,日本文学,江戸,その他
1828,猿著聞集,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,その他
1818,玄同放言 (存3巻),914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1845,玉池吟社詩一集,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1802,玉笈集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他
1837,理齋隨筆 6巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1858,琴声美人録,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1813,琴後集 : 15巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,江戸,その他
1840,瓊浦集 : 2巻,911.157,911.157:和歌．短歌/近世：江戸時代/選集,和歌．短歌,長崎,中島 広足
1802,田ことの日,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,その他
1813,田舎芝居忠臣蔵,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,その他
1826,田舎莊子 [正篇]4冊外篇6冊附録3冊,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,不明,その他
1864,甲陽軍記,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,不明,その他
1841,画本柳樽,911.4,911.4:日本文学/詩歌/川柳．狂句,日本文学,大阪,その他
1839,當世冠附あふむ石,911.49,911.49:詩歌/川柳．狂句/雑俳：前句付，冠付，物は付，沓付，折句,詩歌,不明,その他
1844,當世冠附たから槌 : あふむ石二篇,911.49,911.49:詩歌/川柳．狂句/雑俳：前句付，冠付，物は付，沓付，折句,詩歌,不明,その他
1852,畸人百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳
1865,畿さら起集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,不明
1847,発句類題菖蒲机,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,不明
1855,登茂婦え集,913,913:日本文学/小説．物語,日本文学,金沢,その他
1851,白縫譚 90編 (存2編),913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,不明,その他
1833,百人一首一夕話,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,江戸,その他
1804,百人一首抄,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,不明,その他
1817,百人一首改観抄 : 5巻,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,不明,その他
1851,百人一首梓語 : 初篇3巻,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,京都,その他
1835,百人一首由来,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,江戸,不明
1823,百首異見,911.147,911.147:和歌．短歌/中世：鎌倉・室町時代/私撰集：小倉百人一首,和歌．短歌,京都,香川 景樹
1807,盆石皿山記 : 2編4巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他
1827,相合駕江ノ嶋詣,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1818,相馬日記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,江戸,その他
1858,磐渓詩鈔,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1841,神楽催馬楽歌入文,911.6,911.6:日本文学/詩歌/歌謡,日本文学,不明,その他
1848,秀雅百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳
1826,秋水独吟,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1850,稜威言別 10巻目安1巻 (存3巻),911.11,911.11:詩歌/和歌．短歌/記紀歌謡,詩歌,不明,その他
1858,積翠閑話,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他
1857,童話長篇,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1859,童謡妙々車,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,不明,その他
1851,竹取物語,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,山東 京山
1846,"竹取物語,十八編 闕巻一,三,五,六,十一編",913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,その他
1830,竹取翁物語解 5巻首1巻,913.31,913.31:小説．物語/古代後期［中古］：平安時代/竹取物語,小説．物語,不明,その他
1858,竹外二十八字詩,91,91:文学/日本文学,文学,江戸,その他
1851,竹屋遺草,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,不明,その他
1819,竹箒,911.158,911.158:和歌．短歌/近世：江戸時代/家集,和歌．短歌,不明,その他
1806,筆のすさび,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他
1825,節用木の葉かご,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,その他
1824,籬節四季能替歌 4巻,913.53,913.53:小説．物語/近世：江戸時代/洒落本：山東京伝，大田南畝,小説．物語,不明,山東 京山
1860,米航日記,915,915:日本文学/日記．書簡．紀行,日本文学,不明,その他
1852,粟津芭蕉翁像前額面,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,金沢,不明
1858,糸時雨越路一諷 2編8巻,913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,その他
1807,糺物かたり,913.51,913.51:小説．物語/近世：江戸時代/仮名草子：浅井了意，鈴木正三,小説．物語,不明,その他
1819,紀玉川 4編,911.49,911.49:詩歌/川柳．狂句/雑俳：前句付，冠付，物は付，沓付，折句,詩歌,不明,その他
1834,紀記歌集 : 2巻,911.13,911.13:詩歌/和歌．短歌/古代後期［中古］：平安時代,詩歌,江戸,その他
1852,累柴集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1852,累葉集,913,913:日本文学/小説．物語,日本文学,不明,その他
1805,絵本三国妖婦伝 : 3編15巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他
1801,絵本保元平治,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他
1821,絵本平泉実記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,京都,その他
1803,絵本拾遺信長記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他
1850,絵本柳のみどり,911.4,911.4:日本文学/詩歌/川柳．狂句,日本文学,江戸,その他
1849,絵本柳の緑,911.4,911.4:日本文学/詩歌/川柳．狂句,日本文学,江戸,その他
1863,絵本豊臣勲功記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他
1836,絵本豊臣琉球軍記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他
1841,絵本通俗三国志 : 8編75巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,大阪,その他
1852,続撰和漢朗詠集,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,江戸,その他
1861,続新撰朗詠集 : 2巻,911.6,911.6:日本文学/詩歌/歌謡,日本文学,京都,その他
1849,続英雄百人一首,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,江戸,緑亭 川柳
1804,続詩学聯錦,919,919:日本文学/漢詩文．日本漢文学,日本文学,その他,その他
1809,続詩学貫珠,919,919:日本文学/漢詩文．日本漢文学,日本文学,大阪,その他
1850,続詩韻砕金幼学便覧,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,不明
1845,続近世叢語 : 8巻,281.08,その他,その他,江戸,その他
1807,続雪まろけ,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1847,綺語艶曲 : 2輯,912.4,912.4:日本文学/戯曲/浄瑠璃：近松門左衛門，紀海音,日本文学,不明,その他
1812,縣居雑録,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,賀茂 真淵
1806,繪本孝婦傳 5巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,不明,その他
1853,續歌格類選,911.101,911.101:詩歌/和歌．短歌/理論．歌学．歌学史,詩歌,不明,その他
