year,title,ndc_code,genre,genre_major,location,creator_normalized,genre_norm,period
1858,清輔雑談集 : 2巻,911,911:日本文学/詩歌,日本文学,京都,その他,詩歌（その他）,1844-1867 幕末期
1844,温泉土産 箱根草 : 〔和綴じ本〕,,不明,不明,江戸,その他,不明,1844-1867 幕末期
1836,源平拾遺,913.4,913.4:日本文学/小説．物語/中世：鎌倉・室町時代,日本文学,大阪,その他,小説・物語,1830-1843 天保期
1846,源氏一統志,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他,小説・物語,1844-1867 幕末期
1825,源氏男女装束抄 : 2巻附1巻,913.362,913.362:古代後期［中古］：平安時代/源氏物語/年表．系図．故実,古代後期［中古］：平安時代,大阪,その他,小説・物語,1801-1829 化政期
1809,滑稽江の島土産,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,十返舎一九,小説・物語,1801-1829 化政期
1860,濡衣女鳴神,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1844-1867 幕末期
1843,炭瓢集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他,俳諧,1830-1843 天保期
1811,烹雑の記,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他,随筆,1801-1829 化政期
1810,燕石雑志 : 5巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,大阪,その他,随筆,1801-1829 化政期
1811,燕石雑誌,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他,随筆,1801-1829 化政期
1818,犬夷評判記,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他,小説・物語,1801-1829 化政期
1851,狂歌問答,159.9,その他,その他,江戸,不明,その他,1844-1867 幕末期
1831,狂歌略画三十六歌仙,911.19,911.19:詩歌/和歌．短歌/狂歌．へなぶり,詩歌,大阪,その他,狂歌,1830-1843 天保期
1848,狂言記 : 5巻続5巻拾遺5巻,912.3,912.3:日本文学/戯曲/謡曲,日本文学,大阪,不明,戯曲,1844-1867 幕末期
1855,狂詩百色染,919,919:日本文学/漢詩文．日本漢文学,日本文学,江戸,その他,漢詩文,1844-1867 幕末期
1828,猿著聞集,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,その他,小説・物語,1801-1829 化政期
1802,玉笈集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他,俳諧,1801-1829 化政期
1858,琴声美人録,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1844-1867 幕末期
1813,琴後集 : 15巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,江戸,その他,和歌・短歌,1801-1829 化政期
1840,瓊浦集 : 2巻,911.157,911.157:和歌．短歌/近世：江戸時代/選集,和歌．短歌,長崎,中島 広足,和歌・短歌,1830-1843 天保期
1802,田ことの日,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,その他,俳諧,1801-1829 化政期
1813,田舎芝居忠臣蔵,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,その他,小説・物語,1801-1829 化政期
1841,画本柳樽,911.4,911.4:日本文学/詩歌/川柳．狂句,日本文学,大阪,その他,川柳・狂句,1830-1843 天保期
1852,畸人百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳,和歌・短歌,1844-1867 幕末期
1847,発句類題菖蒲机,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,不明,俳諧,1844-1867 幕末期
1855,登茂婦え集,913,913:日本文学/小説．物語,日本文学,金沢,その他,小説・物語,1844-1867 幕末期
1833,百人一首一夕話,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,江戸,その他,和歌・短歌,1830-1843 天保期
1851,百人一首梓語 : 初篇3巻,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,京都,その他,和歌・短歌,1844-1867 幕末期
1835,百人一首由来,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,江戸,不明,和歌・短歌,1830-1843 天保期
1823,百首異見,911.147,911.147:和歌．短歌/中世：鎌倉・室町時代/私撰集：小倉百人一首,和歌．短歌,京都,香川 景樹,和歌・短歌,1801-1829 化政期
1807,盆石皿山記 : 2編4巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他,小説・物語,1801-1829 化政期
1827,相合駕江ノ嶋詣,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1801-1829 化政期
1818,相馬日記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,江戸,その他,日記・紀行,1801-1829 化政期
1848,秀雅百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳,和歌・短歌,1844-1867 幕末期
1858,積翠閑話,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他,随筆,1844-1867 幕末期
1851,竹取物語,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,山東 京山,小説・物語,1844-1867 幕末期
1858,竹外二十八字詩,91,91:文学/日本文学,文学,江戸,その他,日本文学（その他）,1844-1867 幕末期
1806,筆のすさび,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他,随筆,1801-1829 化政期
1825,節用木の葉かご,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,その他,俳諧,1801-1829 化政期
1852,粟津芭蕉翁像前額面,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,金沢,不明,俳諧,1844-1867 幕末期
1834,紀記歌集 : 2巻,911.13,911.13:詩歌/和歌．短歌/古代後期［中古］：平安時代,詩歌,江戸,その他,和歌・短歌,1830-1843 天保期
1805,絵本三国妖婦伝 : 3編15巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他,小説・物語,1801-1829 化政期
1801,絵本保元平治,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他,小説・物語,1801-1829 化政期
1821,絵本平泉実記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,京都,その他,小説・物語,1801-1829 化政期
1803,絵本拾遺信長記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他,小説・物語,1801-1829 化政期
1850,絵本柳のみどり,911.4,911.4:日本文学/詩歌/川柳．狂句,日本文学,江戸,その他,川柳・狂句,1844-1867 幕末期
1849,絵本柳の緑,911.4,911.4:日本文学/詩歌/川柳．狂句,日本文学,江戸,その他,川柳・狂句,1844-1867 幕末期
1863,絵本豊臣勲功記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他,小説・物語,1844-1867 幕末期
1836,絵本豊臣琉球軍記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他,小説・物語,1830-1843 天保期
1841,絵本通俗三国志 : 8編75巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,大阪,その他,小説・物語,1830-1843 天保期
1852,続撰和漢朗詠集,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,江戸,その他,漢詩文,1844-1867 幕末期
1861,続新撰朗詠集 : 2巻,911.6,911.6:日本文学/詩歌/歌謡,日本文学,京都,その他,歌謡,1844-1867 幕末期
1849,続英雄百人一首,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,江戸,緑亭 川柳,和歌・短歌,1844-1867 幕末期
1804,続詩学聯錦,919,919:日本文学/漢詩文．日本漢文学,日本文学,その他,その他,漢詩文,1801-1829 化政期
1809,続詩学貫珠,919,919:日本文学/漢詩文．日本漢文学,日本文学,大阪,その他,漢詩文,1801-1829 化政期
1845,続近世叢語 : 8巻,281.08,その他,その他,江戸,その他,その他,1844-1867 幕末期
1810,續膝栗毛,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,江戸,その他,小説・物語,1801-1829 化政期
1858,義士三度仇討,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,その他,小説・物語,1844-1867 幕末期
1850,義烈百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳,和歌・短歌,1844-1867 幕末期
1826,義経勲功図会,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,その他,その他,小説・物語,1801-1829 化政期
1850,翁草,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他,随筆,1844-1867 幕末期
1828,膝麿毛,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1801-1829 化政期
1815,芭蕉翁附合集評註,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,大阪,その他,俳諧,1801-1829 化政期
1860,花封莟玉章,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1844-1867 幕末期
1862,花裘狐草子,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1844-1867 幕末期
1862,花裘狐草紙 3編12巻,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1844-1867 幕末期
1849,芳新集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他,俳諧,1844-1867 幕末期
1807,芸苑日渉 : 12巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,江戸,その他,随筆,1801-1829 化政期
1804,苗代,913,913:日本文学/小説．物語,日本文学,京都,その他,小説・物語,1801-1829 化政期
1863,若葉梅浮名横櫛 : 3編,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1844-1867 幕末期
1844,英雄百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳,和歌・短歌,1844-1867 幕末期
1833,茅窓漫録,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他,随筆,1830-1843 天保期
1858,葎居後集 : 3巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,大阪,その他,和歌・短歌,1844-1867 幕末期
1850,葛葉九重錦,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1844-1867 幕末期
1847,蒼■翁俳諧集,913,913:日本文学/小説．物語,日本文学,京都,その他,小説・物語,1844-1867 幕末期
1847,蒼虬翁俳諧集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他,俳諧,1844-1867 幕末期
1832,薄こほり,911.18,911.18:詩歌/和歌．短歌/歌合．曲水,詩歌,京都,香川 景樹,和歌・短歌,1830-1843 天保期
1858,薄俤幻日記,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,為永春水,小説・物語,1844-1867 幕末期
1813,蘭室集略 : 12巻,919,919:日本文学/漢詩文．日本漢文学,日本文学,大阪,その他,漢詩文,1801-1829 化政期
1834,蝶雙春花壇,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1830-1843 天保期
1820,襍土一覧,913.53,913.53:小説．物語/近世：江戸時代/洒落本：山東京伝，大田南畝,小説．物語,京都,その他,小説・物語,1801-1829 化政期
1860,西国奇談,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,為永春水,小説・物語,1844-1867 幕末期
1819,西遊詩草 2巻,919,919:日本文学/漢詩文．日本漢文学,日本文学,京都,その他,漢詩文,1801-1829 化政期
1863,観瀑図誌,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,その他,その他,漢詩文,1844-1867 幕末期
1860,詠史絶句,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,江戸,その他,漢詩文,1844-1867 幕末期
1848,詠歌眼目,911.107,911.107:詩歌/和歌．短歌/研究法．指導法．作歌法．作歌用書,詩歌,大阪,その他,和歌・短歌,1844-1867 幕末期
1818,詩工椎鑿,919,919:日本文学/漢詩文．日本漢文学,日本文学,大阪,その他,漢詩文,1801-1829 化政期
1808,詩語砕錦,919,919:日本文学/漢詩文．日本漢文学,日本文学,京都,その他,漢詩文,1801-1829 化政期
1849,詩韻砕金幼学便覧,919,919:日本文学/漢詩文．日本漢文学,日本文学,大阪,その他,漢詩文,1844-1867 幕末期
1848,誠忠義臣略伝,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,緑亭川柳,小説・物語,1844-1867 幕末期
1806,賀茂翁家集 : 5巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,江戸,賀茂 真淵,和歌・短歌,1801-1829 化政期
1853,贈答百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳,和歌・短歌,1844-1867 幕末期
1833,輪廻機綱夢白浪,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1830-1843 天保期
1849,近世三十六名家略伝 : 2巻,911.152,911.152:和歌．短歌/近世：江戸時代/歌人伝・研究,和歌．短歌,京都,その他,和歌・短歌,1844-1867 幕末期
1828,近世叢語 : 8巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,大阪,その他,随筆,1801-1829 化政期
1823,近聞寓筆 : 4巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,江戸,その他,随筆,1801-1829 化政期
1815,近葉菅根集 : 10巻,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,その他,和歌・短歌,1801-1829 化政期
1829,通俗排悶録 : 11巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他,小説・物語,1801-1829 化政期
1831,通俗西遊記 : 5篇,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,大阪,その他,小説・物語,1830-1843 天保期
1834,過庭紀談,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他,随筆,1830-1843 天保期
1849,遠思楼詩鈔,91,91:文学/日本文学,文学,江戸,その他,日本文学（その他）,1844-1867 幕末期
1841,郷布李集,913,913:日本文学/小説．物語,日本文学,京都,その他,小説・物語,1830-1843 天保期
1819,都日記,91,91:文学/日本文学,文学,江戸,その他,日本文学（その他）,1801-1829 化政期
1848,釈迦八相倭文庫,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,大阪,その他,小説・物語,1844-1867 幕末期
1804,釣竿,913,913:日本文学/小説．物語,日本文学,京都,その他,小説・物語,1801-1829 化政期
1827,鎮西菊池軍記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他,小説・物語,1801-1829 化政期
1805,長崎行役日記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,江戸,その他,日記・紀行,1801-1829 化政期
1807,長月集,913,913:日本文学/小説．物語,日本文学,京都,不明,小説・物語,1801-1829 化政期
1848,閑度雑談,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他,随筆,1844-1867 幕末期
1803,閑田文草,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他,随筆,1801-1829 化政期
1806,閑田次筆,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他,随筆,1801-1829 化政期
1801,閑田耕筆,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他,随筆,1801-1829 化政期
1841,閑窓瑣談,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他,随筆,1830-1843 天保期
1833,附合双玉集,913,913:日本文学/小説．物語,日本文学,大阪,その他,小説・物語,1830-1843 天保期
1832,陶犬新書,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他,随筆,1830-1843 天保期
1844,随筆 : 6巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他,随筆,1844-1867 幕末期
1802,隣女晤言 : 2巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他,随筆,1801-1829 化政期
1857,雑談雨夜質庫,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,為永春水,小説・物語,1844-1867 幕末期
1849,頼山陽先生手簡,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,江戸,その他,日記・紀行,1844-1867 幕末期
1849,類題和歌鴨川集,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,その他,和歌・短歌,1844-1867 幕末期
1846,類題年毎集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他,俳諧,1844-1867 幕末期
1852,類題武蔵野集,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,その他,和歌・短歌,1844-1867 幕末期
1804,饒舌録 : 2巻,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,その他,俳諧,1801-1829 化政期
1825,駱駝之世界 : 2巻,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1801-1829 化政期
1813,骨董集,914,914:日本文学/評論．エッセイ．随筆,日本文学,江戸,その他,随筆,1801-1829 化政期
1845,鶏口集 : 2巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他,随筆,1844-1867 幕末期
1822,鹿島日記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,江戸,その他,日記・紀行,1801-1829 化政期
1855,黄金水大尽盃,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,為永春水,小説・物語,1844-1867 幕末期
1867,鼠祠通夜譚,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他,小説・物語,1844-1867 幕末期
